100000 100000
1 86858 10817
3 99939 22288
1 35086 32320
1 93267 58625
2 12055 43103
1 33360 97077
1 1855 92677
2 8758 61066
3 13834 70449
2 46218 99344
3 91336 39215
2 89904 14695
3 72122 64066
2 40578 48101
1 55811 97783
3 95529 70797
3 55355 17967
3 65249 65085
2 44065 36691
2 31267 2300
2 38303 16265
3 33263 6761
3 48770 10989
1 27696 44512
1 41644 21993
3 6857 52856
2 72599 84620
1 74576 33301
3 90508 63018
3 17507 89397
1 65046 17249
3 62505 84383
2 48653 77285
2 8938 13970
3 70862 46230
1 42784 22164
2 68340 96268
1 40233 46133
2 5554 9994
2 19463 99833
1 29540 66286
3 18401 46663
2 45488 51643
3 93506 70669
1 17390 81229
2 20972 12276
1 65264 8818
1 25127 96833
1 30089 82388
2 1840 22531
1 10188 46001
1 52447 79580
1 28390 96317
2 95716 33238
3 83362 60119
2 43222 53193
1 68667 96081
2 60495 23096
3 5659 11005
2 87915 85655
3 27696 6681
3 51513 591
2 92789 60513
3 29310 49860
2 56927 42243
2 87915 2071
2 81530 88611
2 34036 54999
1 21641 83214
3 93314 19372
1 48634 98986
2 10133 55326
3 85296 38620
3 22743 54146
2 37002 63983
3 6771 1259
1 73335 10750
1 34795 85337
3 25538 85312
3 51695 21518
1 74511 91606
3 29468 81612
2 65021 10783
3 2154 74944
3 15653 13884
1 15753 13275
1 7550 73853
3 83341 35624
3 39881 86007
2 37255 53101
3 73636 38278
1 22400 33860
1 27449 94742
3 62730 32623
3 31814 27272
1 285 17388
3 59290 81186
2 20890 49917
2 43160 38823
2 29547 73954
3 80418 63163
2 70047 19455
3 2024 69741
2 56582 65210
2 29680 82232
2 23584 5965
3 12845 56582
2 32863 8499
1 37960 73119
3 28804 10819
3 33122 45757
2 59198 28270
2 5453 62415
2 49894 6290
2 89792 82330
1 40609 96588
2 96279 45190
3 3064 91061
3 83161 75993
3 89398 69838
2 86041 15441
1 31368 1668
3 34508 71958
2 85606 7642
1 58561 53161
2 41345 18009
3 84631 68095
3 43366 14276
3 44302 62441
2 6836 88531
1 17282 17396
2 99523 98838
1 76873 62448
1 49799 78384
2 8379 1774
1 74537 32287
1 47702 13789
1 30893 64824
3 88143 46955
1 61055 89430
3 50907 75238
1 59502 6929
1 17173 90715
1 19736 96183
3 81532 22283
3 98221 18012
1 3369 23340
1 94547 74602
2 64354 25885
2 7193 7410
3 22117 18277
2 14627 66064
3 95181 82948
1 48652 43274
1 60198 71866
2 60785 6438
3 77178 88935
2 95289 74142
2 13185 98729
1 59515 59588
3 5615 2385
1 9734 14826
2 4931 37115
1 49800 60026
1 21008 81759
1 71128 42493
3 73989 4313
2 88020 29996
2 79698 47212
3 18940 2381
1 27565 67024
3 40415 89571
1 18661 83143
3 60793 82274
2 13363 39439
3 90808 18348
2 30541 49883
2 62347 59264
1 66559 9395
2 60412 93830
3 67270 34791
3 38575 26051
2 402 12898
3 75352 22451
2 53306 59121
2 9176 6096
1 54874 94167
1 48237 67046
2 69071 9713
1 71953 34296
2 70453 64957
1 10486 12315
3 13283 57437
2 98538 76296
1 11180 45448
3 93877 74468
1 55031 75287
2 39651 19337
2 56762 75199
2 3422 75236
1 60090 87275
2 5560 18887
2 51247 31181
2 34905 57507
3 64513 92222
1 65766 34191
2 1428 19880
3 29762 96821
3 62218 98144
2 94255 88981
3 9427 6308
3 64493 66196
3 70103 66354
1 68357 70803
3 56537 84336
2 94246 49314
2 25411 85192
2 73053 14072
2 29284 14700
3 89605 96310
3 20627 90775
2 77295 44449
2 26664 52776
1 2514 44243
2 28512 14426
2 24844 26559
2 93540 49540
3 69644 14679
2 79951 65504
2 34512 66937
2 57875 85746
2 66233 8803
1 29531 90857
2 57296 96818
3 26234 21011
3 87116 87799
2 98022 75350
2 95109 64965
3 48618 3504
1 84177 59042
3 92273 11510
2 81051 61428
2 46265 88772
3 77767 86655
2 75596 89335
2 38444 47995
3 83980 95675
3 80775 76725
1 95555 21803
1 59155 35990
2 40987 55579
3 13858 24024
2 42647 40260
2 50977 85666
2 88835 102
2 8438 46677
3 43646 92097
2 72449 24484
1 26474 66173
3 37165 57228
3 70448 30956
1 84108 17218
1 68213 99925
1 63196 43137
3 51723 65050
2 34895 93969
1 28865 5848
2 60733 95959
1 21961 35355
2 79920 39988
2 14048 45654
3 65127 19037
2 24270 70832
3 37263 65620
2 68994 45400
2 72086 17191
1 13701 98261
3 3751 27936
3 32 45032
3 92499 80153
3 61831 69803
2 78892 40351
1 56163 34866
3 56838 22163
2 76004 72699
2 43323 24664
2 19016 45529
3 85255 1629
1 79782 96919
3 87060 27379
3 75869 1297
3 62211 12494
3 9946 8872
3 88431 63080
3 26661 63991
3 34408 36693
3 95971 26008
2 68416 91732
1 84107 46114
1 19657 63827
1 57792 35482
1 76301 28495
2 55276 81454
3 10208 46884
3 75795 74472
1 18282 85261
1 16981 3862
2 89403 82210
3 80930 74629
3 97073 73913
1 21642 38277
1 98970 95479
1 49658 84574
2 71243 53264
2 37790 46396
1 96080 45899
1 82331 94477
1 38004 91417
3 19827 32073
3 35956 38357
3 76787 61001
1 20949 41676
1 94116 69110
2 29237 76577
3 12704 19019
3 36283 70954
1 80455 64554
2 4749 57409
1 29846 75784
1 38984 4899
3 67735 51137
2 64797 48999
2 69523 71559
3 1126 99666
1 7985 72018
1 19184 89318
2 58585 82989
1 2705 70827
1 35399 58365
2 48173 41357
2 92429 58842
2 81719 10866
1 74953 29668
1 66171 18472
2 25705 76934
2 75379 63096
1 39793 76935
2 5994 76957
2 72147 90483
1 40635 51387
3 94957 629
3 70244 39865
3 61808 55526
2 91385 72900
1 73634 33505
1 15422 68333
1 56041 41841
1 60264 70754
3 95537 11182
2 7750 47662
2 46742 42376
3 39395 9326
3 86067 73291
3 65021 78503
2 16710 98342
1 38570 56670
1 82014 83828
2 23166 28851
2 58657 42948
2 96993 85419
3 39981 21065
1 84223 29022
3 53818 11925
1 3292 76497
2 47165 53107
2 647 4640
3 67852 56900
1 52118 82895
1 70756 45262
1 90332 19843
1 43880 14814
1 32645 88152
3 95516 5175
1 34287 17169
3 43209 14077
3 92044 14981
3 79757 70130
1 15404 87266
1 41602 26772
3 95836 73553
2 91263 56460
3 87791 64200
3 91423 88314
1 18459 58035
2 70885 34476
3 16690 14853
3 44176 67635
1 95920 69357
3 43348 71969
3 47864 4443
2 87695 74001
1 54153 95446
2 79868 4011
2 63956 39720
1 22697 14410
1 28653 42184
1 80965 84794
2 78733 92958
3 21206 98120
3 8231 58597
3 70029 46603
1 41910 21604
3 27351 60792
2 1943 25603
1 44169 99015
3 20045 84916
1 10237 83289
1 38760 94623
3 42603 64757
1 4065 6424
2 17322 8668
3 11801 644
1 10353 33066
2 2031 73034
2 9978 69380
2 53934 68669
2 59014 11619
3 49526 58650
1 76848 83099
3 34270 33777
1 7138 69272
3 83878 55442
3 85769 48227
2 43217 77621
3 82401 31697
2 41364 67712
1 77767 714
1 26329 427
2 25408 52615
3 67100 78264
1 67011 97896
1 44579 18713
1 55499 30027
3 67032 82369
1 41856 1006
2 82058 57101
2 71171 1155
2 88234 50183
3 73070 40726
1 72633 20278
1 42030 85508
2 81095 62118
1 95703 33247
2 49510 34538
2 32410 27122
3 76741 69123
3 99079 38030
3 83682 33583
2 72529 56204
3 22667 90928
2 96412 60488
1 85676 29499
3 15619 2502
2 58805 69175
1 346 61774
3 95970 52668
2 71331 35584
2 41345 76947
1 28959 52238
3 96182 97035
2 14222 44400
2 26687 65280
1 95476 9128
2 17937 85250
1 15836 78675
3 51165 10395
2 71449 72898
1 45651 47926
1 44461 7640
2 98872 45050
1 46200 50469
3 87594 39398
1 1547 76203
1 30708 79233
1 11054 78795
3 90305 86839
2 42153 94860
1 99495 32645
1 35636 4648
2 19853 21199
2 36020 25920
3 78327 26664
1 54689 5648
1 86026 72583
2 62638 54771
3 19744 92925
2 95275 37545
1 99101 75637
1 45235 23070
1 45954 27796
3 66843 41169
1 45886 52998
2 1661 7396
3 57691 9154
2 5370 21458
2 84292 46293
2 86853 98402
3 94683 46570
3 66818 40851
3 23721 45127
1 42489 28402
1 94412 84934
3 14173 48918
2 74213 1466
1 37543 21693
3 11741 72445
2 89350 49696
1 60654 86728
1 19431 70922
3 87543 66108
1 86557 9495
1 70335 49636
3 73988 88481
2 1675 39143
1 25040 29428
3 54821 84419
1 61480 93806
2 24318 69065
1 37050 29022
1 1768 98028
3 15923 14363
1 39158 50757
2 71263 41389
3 23099 68900
3 4109 71862
3 34480 47333
1 61519 93049
3 54911 81021
3 51044 32863
2 40333 43018
3 6732 37272
1 50439 44763
2 89509 23775
3 48853 51053
1 59159 12342
3 84308 67913
3 62990 39869
3 1233 9872
3 27681 92200
2 6980 43393
1 52683 67433
2 45455 35271
3 50799 23170
2 98092 5713
2 13044 99033
1 16792 71267
1 45480 96341
1 15489 95641
1 24073 57881
1 36521 14947
3 79843 65286
3 46139 10398
3 50301 54435
3 45016 93742
3 83623 76361
2 73678 41072
2 24815 6221
3 81256 38888
2 85109 47118
2 67981 76076
1 50755 90122
3 62754 26354
3 96570 76149
2 30078 76869
2 1845 89799
1 50645 55633
3 18635 59653
3 49106 92256
1 33692 21997
1 84325 80722
3 98044 28502
3 13831 10058
3 26311 85885
1 47059 55041
1 42579 87054
3 44537 91030
2 36566 19059
3 49991 74787
1 16091 15768
1 82865 79022
2 29327 67358
2 91860 23960
1 26660 62427
1 66745 76461
1 73976 67181
1 81294 80447
1 29193 93952
3 91916 79573
3 64968 13740
1 42423 94501
3 21241 5505
3 98527 9328
2 13422 12689
2 25512 78417
1 30809 61006
1 59106 10396
2 35689 12558
1 98006 75868
2 70300 41076
3 12883 66654
1 68876 85864
1 64217 43004
1 43402 81392
2 73379 62460
3 19743 72912
3 67473 54277
3 50162 7625
3 8513 71770
2 42715 13718
2 37633 62312
3 76604 34596
1 6653 85970
2 46771 44079
3 78322 98011
3 59441 81656
1 56788 27422
1 48737 81391
1 35610 75678
1 55378 68163
1 32103 52672
1 11615 68871
1 55644 11773
1 30288 31619
1 6582 36585
3 4019 61465
3 19918 13502
2 86307 97637
3 48552 2302
3 37738 47919
2 58085 93275
3 26927 13498
1 53376 11841
3 85058 56573
3 13449 23163
2 39940 52632
3 74020 67214
2 5789 5064
3 30992 30235
2 74301 21626
1 12946 73213
1 73530 72122
1 4884 31578
3 23525 75305
2 91193 34487
2 27557 89267
1 15449 16014
1 7708 57098
3 40223 16943
3 52636 45961
1 68088 98207
2 52555 63784
3 46825 44579
2 27959 11430
1 70036 46749
1 54787 50702
1 71730 47790
1 4208 7325
3 37050 98415
1 86783 38528
3 65520 90297
2 93886 34777
2 72882 21575
2 3893 60866
1 76871 86644
1 72339 56689
2 30733 12930
1 16671 400
3 95482 98564
1 19160 23230
1 34055 58613
2 80068 90902
3 48341 21072
2 32668 60310
2 63314 58375
3 74799 23387
3 35274 78624
3 44992 7096
3 70121 1589
2 78331 17144
1 27959 92863
1 83144 30685
1 71161 25467
2 95816 41133
3 58203 13214
3 18466 3322
2 31299 48062
1 44403 55496
3 76380 69787
2 1350 55795
1 89348 74575
2 79235 21317
1 64084 99022
2 99982 65301
2 97552 2228
3 65272 71905
3 82169 91914
2 53334 4918
2 53716 71144
2 43349 48221
3 94781 71792
2 2151 94398
3 69488 59108
3 78296 48181
2 56308 83070
2 31182 69632
1 11896 35711
2 98242 92400
3 69893 4724
1 13873 9293
1 94158 68565
2 84894 5315
1 94683 85761
2 88807 28863
2 1768 63198
3 62030 35074
2 94550 53285
2 63612 84426
1 11582 34872
1 5655 83247
1 67835 37474
1 28923 9337
1 19881 13866
2 12455 81560
2 61229 80832
2 51233 70020
3 71617 41710
2 29576 74916
3 47150 49388
3 42427 22643
1 80735 2728
1 20452 51219
1 93755 70500
2 30174 45827
1 44418 58979
2 69160 45040
1 42197 73610
2 1039 46921
3 17946 93318
1 69368 86435
1 47311 60414
3 13511 68221
3 54439 73628
3 70400 76880
1 84605 34220
2 95100 18226
1 17135 82548
3 20979 81480
1 4139 55520
1 69814 4534
1 16054 68943
3 71607 65685
3 33362 1592
1 50648 82485
2 89942 79872
3 60751 4404
2 25093 26758
3 81342 11397
2 28855 53941
3 57438 32220
1 83041 3779
2 65083 55407
2 55042 24605
3 12773 5031
3 55816 55998
2 3846 69468
1 99504 99772
3 89823 56993
3 14675 6583
1 98636 12152
3 61982 52271
3 77295 1455
2 27688 90173
1 87003 88521
1 83687 81497
3 34023 82810
3 44764 24098
2 14607 75362
2 28303 66527
3 37936 37725
3 15031 70210
1 91509 13152
3 75174 41446
3 47519 16995
2 33142 18899
2 74599 14978
2 51609 61434
3 49537 36069
1 88244 61756
2 26663 92015
2 22638 74657
1 69890 66903
1 86889 40446
3 46197 88732
1 25403 70302
3 8981 17870
1 92841 55912
3 44905 91998
1 76419 77426
3 36493 75018
2 9211 86816
1 24482 51520
2 47520 5747
2 25742 6077
3 64696 34313
3 47231 67037
3 21182 6262
3 54787 97557
3 7163 60240
3 52759 51890
2 77020 11992
3 34427 62207
1 14907 22391
1 79486 66354
3 953 72388
1 38439 12559
2 47120 95256
1 36778 10575
1 88504 57377
2 45838 1068
2 35796 16633
1 65672 31092
2 53976 78056
2 84926 37909
1 83386 45530
1 86775 37319
3 10653 89062
1 89104 25779
2 75981 54523
2 36041 2697
2 61817 98648
2 86864 78266
3 7164 6644
3 22671 35224
2 98892 43320
3 61782 85179
2 44968 97485
3 68743 30598
1 97669 89251
3 48224 13150
2 21639 18535
3 16687 90107
3 27201 5644
3 87306 18188
1 55240 69400
2 63471 55990
1 20136 30372
3 92590 93164
1 22653 2763
1 33806 73639
1 18880 96364
1 32514 96212
3 75755 80237
3 13215 56544
2 49202 35624
2 43161 39101
3 50343 41032
1 10618 20216
1 44639 85234
2 58661 72823
3 65677 64489
3 97190 81652
1 98110 62184
3 79845 71651
3 78271 48335
2 37919 37536
2 16088 25716
1 73980 44354
2 34078 51817
1 57064 36896
1 22224 75882
3 58450 91087
1 95037 183
3 12677 13835
2 60931 98483
3 45245 84640
2 38301 45964
2 13492 83503
1 62012 25167
1 74736 31693
2 50430 91354
1 36114 79946
3 91974 13575
1 62825 12157
3 63170 98406
1 25836 33019
1 93857 89231
2 52679 72782
2 56282 29446
1 416 41429
2 27782 8802
2 62156 51083
3 9261 47201
3 81101 12361
2 25775 13402
3 27663 59033
3 7446 22450
2 83180 24595
3 88652 95867
2 92502 57134
3 24616 83032
3 97592 56561
2 39604 96568
1 50847 40021
1 15021 50711
2 98522 83729
1 40149 65074
1 89912 12635
3 85485 88651
1 90823 92033
2 62453 37312
1 43979 90773
3 63937 35608
3 55133 78630
2 63589 68460
1 51008 40640
2 95858 72286
1 24491 16505
3 60846 55264
3 16394 57376
3 79399 76578
3 56063 54487
3 43299 89296
2 8790 14850
3 3086 79419
1 75573 52882
2 27810 2023
1 71449 96535
2 89807 66715
3 64631 45387
3 89448 65007
2 75564 86726
1 23139 20162
1 19110 71730
1 47990 23771
1 20787 67024
1 43719 40187
2 51084 42073
3 28512 3226
3 95859 9834
3 15787 97811
2 11709 49243
2 69877 59273
2 66437 70780
2 13819 92171
3 55652 73541
3 20696 76786
1 96153 74633
2 55773 8790
2 42710 54418
2 34004 58767
2 83489 14873
1 49767 37038
3 6921 16617
2 74401 46415
1 93898 79341
1 94964 7969
1 40062 59926
1 47917 18909
3 7628 18394
2 875 91393
1 65727 53451
1 16771 31473
3 60257 68367
3 13000 79173
2 10889 42136
3 47768 7060
1 28583 94517
2 87018 13298
1 59790 28599
2 32238 87810
2 11774 31290
3 79797 791
2 55984 59798
1 25262 99352
3 25921 24720
1 20929 92907
2 39409 96983
1 79032 31568
3 41018 4722
3 58999 87496
3 39046 67527
2 95591 27356
2 86121 28350
2 52011 70661
3 22474 99795
2 87994 39779
2 99188 55904
1 67205 33737
3 63682 88985
1 63085 67387
2 50129 98218
3 86122 26683
1 59422 48846
3 66722 19759
3 42939 8866
3 23360 10360
3 36076 37850
3 11729 49529
2 24336 38406
2 6774 24857
1 65021 85947
2 98327 33260
1 54039 34559
3 21217 15046
1 32381 14473
3 5779 84337
1 1322 24836
3 98825 89757
3 96977 9861
2 62210 85662
3 99417 21801
2 68338 7501
1 85907 71429
3 56770 67969
2 98628 74236
1 47065 42801
1 16265 56726
1 8012 78929
1 3792 92508
3 3571 563
2 88805 68822
1 8514 30552
3 92113 12103
2 46704 23327
3 27360 63108
2 12965 53503
2 15998 88662
3 43054 84676
2 10094 59100
3 49239 92430
1 77567 31939
1 47035 86175
2 83640 52231
3 21213 54625
1 45664 86943
3 97487 92900
3 61894 69772
1 51254 27773
2 17337 20033
2 7918 36410
1 1256 44708
2 83214 62311
3 83086 21893
2 17021 75843
3 89230 28982
1 86820 58
3 98421 70770
1 54297 89738
1 97994 26959
1 8686 87521
1 83443 42890
1 16232 18301
3 29093 3589
1 19478 19895
1 25348 74261
3 32857 85096
2 77444 17695
2 22126 64966
3 45502 17700
1 20563 44697
2 38798 92498
2 98562 29932
3 36364 66475
3 30126 18858
1 93442 4089
2 79499 56983
1 13430 38051
1 33917 20963
2 23444 28027
1 7739 92877
2 89480 38532
1 94625 45939
1 27340 5834
1 95044 62200
2 80436 95589
3 1692 96890
3 32375 87207
3 11406 77831
1 83616 64530
3 23624 5558
1 50228 81979
3 51396 62939
1 31960 13186
3 49452 29560
2 70252 77842
3 56099 2771
2 75241 8916
1 86220 32105
1 88081 28223
3 33826 13764
1 80153 58814
2 81805 77477
3 18882 40503
1 12332 2924
3 7669 94123
1 97503 28643
2 71819 49411
1 39037 50004
2 61287 12545
3 99301 18381
2 44411 49322
3 2069 75357
2 28884 58618
3 77544 50983
1 59472 52648
1 96812 12031
3 79768 82176
1 69019 58004
3 72952 14119
1 53290 22672
2 77650 46762
2 86592 24110
2 52005 61765
1 91001 10736
3 11578 8184
1 70797 93962
3 57775 2579
3 76012 35132
1 11661 81142
2 74489 58228
1 3564 70859
2 51439 50412
3 89527 1640
2 40196 5418
1 51813 57087
3 97659 39949
1 19559 6614
3 9832 47645
3 98416 88
1 89363 17199
2 41853 50158
1 77812 44682
3 60026 68574
2 13680 48130
3 64778 50572
1 65962 59792
1 65529 57077
1 99856 62313
2 27414 5299
1 37576 44631
2 54528 64784
1 49526 95962
2 75705 83933
3 56981 33502
1 312 36191
2 71030 33353
2 76020 16013
2 28002 67357
3 34026 44214
2 71873 73145
2 93644 27146
3 98503 31347
1 93276 59658
2 47206 84755
2 16122 63929
1 67490 8361
2 860 22746
2 30892 14166
1 40946 7824
1 98325 57286
1 87806 68910
2 40604 93854
3 20566 20199
1 93797 2174
2 52332 5319
1 88273 94579
3 89194 47977
1 65824 18263
2 47817 56682
2 91647 55174
3 27683 79303
3 36926 78920
3 17086 23612
2 31767 68934
2 53554 70809
3 27732 97507
1 21718 72951
2 29846 72878
3 68666 18809
2 29840 38532
2 83821 35216
2 36166 16846
1 1104 76846
3 31835 70804
3 62594 13383
2 2739 43247
1 19913 82474
2 74829 33927
3 97572 72313
1 27577 96502
2 39503 17819
3 60807 12983
3 84387 80404
2 7508 89118
3 10210 26596
3 11961 60838
2 81331 14671
1 27460 33709
3 80450 44635
2 9706 65948
2 44249 40176
3 37783 6710
1 14608 13356
3 85687 71794
2 86749 35681
2 66966 83620
2 15939 39597
2 62030 30455
1 61018 92891
2 83127 60454
3 33774 28631
2 88957 19430
2 27030 23763
2 73688 76259
3 82392 41310
1 6689 4444
3 97149 78878
2 99169 81770
1 45722 17588
2 89812 10592
3 36397 37631
3 37953 93735
1 33870 42154
3 98372 12402
1 54331 39344
2 16995 5956
3 21555 31246
2 21486 98973
3 77546 43326
1 11625 78530
2 27621 39936
2 89257 88046
1 30138 10494
1 59860 47757
1 20200 92348
3 52528 30100
3 71626 62476
1 52187 53541
1 8959 52099
3 21778 80154
1 94913 1118
3 72158 61457
2 90634 96542
1 79485 86556
3 84294 94537
2 72584 53959
2 82779 35210
2 82286 83732
1 49253 58712
1 30334 32241
1 15793 19113
3 6750 13917
1 4220 69651
3 39001 94515
2 77050 25311
1 52703 21718
1 72198 62159
1 67606 13867
2 42643 24052
1 75687 60382
2 54511 36607
1 27118 32675
1 1896 70551
2 99468 48230
1 15805 86374
1 17713 1934
2 99951 22512
3 41545 29907
1 71096 95444
2 40456 32420
1 93591 29175
1 40353 34996
1 89247 28515
2 85594 12298
1 50736 45563
3 14505 60207
1 77893 16422
1 82782 63297
3 98038 17446
3 25745 26851
3 29979 40596
2 55358 90943
2 13068 87750
3 45781 73235
2 98602 91504
2 53168 27204
3 39287 94960
2 22847 22879
1 99754 47847
1 83853 13497
3 20377 52307
2 52971 52302
3 43025 69884
2 54969 24077
3 88096 19278
2 4829 26224
2 83952 99536
1 92144 57017
1 95345 87263
2 81992 62444
3 13250 85825
3 61520 71045
3 54015 53607
1 58710 1385
2 88346 97881
1 31850 47748
3 59072 89640
2 32538 43532
2 92294 14517
1 34387 42678
2 51847 68785
1 91035 78382
2 31410 30938
3 54928 833
1 33851 29703
3 10522 47587
1 42453 32813
3 72678 42855
3 39890 39024
2 30621 56225
3 52256 17512
2 23856 17804
2 65062 7502
1 12857 56263
3 45329 35644
3 75179 74279
2 61761 74338
1 85024 2523
1 94812 74861
1 81480 39976
1 54248 85267
1 35376 56041
2 30064 7170
1 77829 98183
2 15835 2546
2 57179 87813
1 97534 86856
1 84616 30644
1 88686 4264
1 42356 51793
1 9121 35373
2 95766 52446
3 43495 41626
3 5462 45229
1 73585 2551
1 57524 15606
1 45720 3379
1 68901 6555
1 43838 81182
1 68222 10824
3 39880 28913
1 81524 29995
1 2166 19310
3 12671 4069
2 68353 13094
2 48742 13700
1 44041 10751
2 48959 70465
3 79935 5659
3 27301 91687
1 57547 44737
3 9957 2156
2 32214 65991
3 21080 58768
2 41605 16805
1 20875 11950
1 98199 10867
2 80987 24732
2 95790 84618
2 42950 33079
1 62574 9412
2 49129 12208
3 5613 40792
1 84365 51198
3 61409 62446
1 21049 59216
3 58630 38914
3 32993 27843
1 92095 73043
2 28609 11204
1 29422 99530
2 65304 78650
1 57619 94800
3 39079 82684
3 26284 23937
2 75723 7640
2 71573 87373
2 174 76728
3 73894 80884
3 52492 20675
2 99494 40486
2 61141 92452
3 12432 35524
3 36777 10792
2 42227 39481
3 94882 3208
2 81792 31324
1 35195 72151
2 8673 5845
1 12603 66704
3 36595 37502
3 38770 25809
2 60351 70298
2 49505 50631
1 89401 21500
2 11708 51921
2 46769 44388
2 70975 94175
2 79492 95405
3 82351 35689
2 57843 63577
2 66286 34320
2 18889 13672
3 24058 22602
3 80780 38328
2 75872 98487
1 28430 9864
2 70738 2016
3 82309 26104
1 47088 97790
1 75778 34358
3 44359 74776
1 97673 40014
2 75814 59378
1 25086 16848
1 17864 42789
2 57333 10033
2 77349 53257
1 97352 92193
3 59600 1787
2 48497 77101
3 12172 85590
3 79138 40084
1 61839 82974
3 82988 81680
1 61169 84577
1 16349 39065
1 44279 7719
3 90475 10317
2 29874 57325
1 65287 22585
3 95814 73718
1 38433 76725
3 83636 7302
3 94624 77535
2 58618 11208
2 89261 94280
1 52361 88236
2 41338 79000
3 62488 60563
3 84539 97269
1 5253 46995
2 73651 74159
1 11536 84952
1 17413 37240
1 96920 87417
1 52116 90910
1 94131 71947
1 15988 77462
3 44074 38612
3 34645 65187
3 38275 2205
3 2607 40877
1 94394 4034
3 89201 83738
3 28454 53688
3 64230 25706
3 25239 13515
3 91552 76714
1 32364 12246
2 18454 43233
2 8384 62621
1 79929 98662
1 60523 86073
3 63860 97575
1 5781 8288
1 74895 91360
3 34355 79795
2 70617 64546
3 82767 89209
1 98304 49056
3 82791 31209
1 52022 83598
2 44832 64133
2 98115 6022
1 21328 70198
3 18783 10561
1 50310 45471
2 13899 6319
2 79554 73890
2 46801 9073
3 83086 865
2 97023 9938
3 63776 19950
3 26540 68511
1 81347 88015
3 94210 22287
2 73799 3638
3 46112 7292
2 33251 11403
